¼±¼ö¸í,Æ÷Áö¼Ç,scoring,assist,shooting,shootontarget,insidepashoot,outsidepashoot,freekick,cornerkick,throwin,dribble,keypass,forwardpass,backpass,lateralpass,attackareapass,defensiveareapass,centerareapass,longpass,middistancepass,shortpass,cross,offpressure,groundduel,airduel,tackle,clearing,intercept,block,acquisition,block,miss,foul,fouled
¹Ú°æ¹è,2,0,0,0.023255814,0,0.023255814,0,0,0,0,0.011627907,0,0.0697674419,0.0581395349,0.0465116279,0.104651163,0.0465116279,0.023255814,0,0.023255814,0.151162791,0,0,0.0697674419,0.139534884,0.023255814,0.011627907,0.011627907,0.011627907,0.0465116279,0.011627907,0,0.0581395349,0.011627907
ÀÌ±ÙÈ£,2,0.00220022002,0,0.0143014301,0.00440044004,0.0121012101,0.00220022002,0,0,0.00880088009,0.0099009901,0.00880088009,0.0660066007,0.0726072607,0.103410341,0.111111111,0.0242024202,0.106710671,0.00770077008,0.0660066007,0.168316832,0.0264026403,0.00220022002,0.0330033003,0.0770077008,0.0165016502,0.0165016502,0.0110011001,0.0132013201,0.0451045105,0.0264026403,0.0154015402,0.00770077008,0.0143014301
µð³ë,2,0.00757575758,0,0.0303030303,0.00757575758,0.0265151515,0.00378787879,0.00378787879,0,0,0,0.0227272727,0.117424242,0.0909090909,0.0871212121,0.0946969697,0.00378787879,0.196969697,0.00378787879,0.0833333333,0.208333333,0.00757575758,0,0.0416666667,0.178030303,0.0265151515,0.0227272727,0.0113636364,0.00757575758,0.0492424242,0.00378787879,0.0151515152,0.0189393939,0.0227272727
Á¤Ä¡ÀÎ,2,0,0,0.0288888889,0.00888888889,0.0266666667,0.00222222222,0,0,0.00222222222,0.02,0.00666666667,0.0511111111,0.0866666667,0.113333333,0.133333333,0.0155555556,0.102222222,0.0111111111,0.06,0.18,0.0177777778,0.00222222222,0.0355555556,0.122222222,0.0222222222,0.0133333333,0.0155555556,0.0222222222,0.0333333333,0.0111111111,0.00666666667,0.0155555556,0.0133333333
Á¦Ä«,2,0.00288065844,0.00288065844,0.029218107,0.00864197531,0.021399177,0.00781893004,0.000823045267,0,0.00205761317,0.0148148148,0.0144032922,0.062962963,0.0674897119,0.109876543,0.117283951,0.00534979424,0.117695473,0.016872428,0.050617284,0.172839506,0.00987654321,0.00164609053,0.0748971193,0.113168724,0.021399177,0.0102880658,0.00658436214,0.0106995885,0.0403292181,0.00823045267,0.0102880658,0.029218107,0.0115226337
°­¹Î¼ö,0,0,0,0.000492853622,0.000492853622,0.000492853622,0,0.0162641695,0,0.000492853622,0.000492853622,0.00197141449,0.15919172,0.0266140956,0.217348448,0.00936421883,0.181370133,0.212419911,0.0571710202,0.164120256,0.181862987,0.000492853622,0.00147856087,0.0142927551,0.044356826,0.0113356333,0.0556924593,0.0384425826,0.0177427304,0.0335140463,0.0310497782,0.00197141449,0.00492853622,0.00788565796
±è±¤¼®,0,0,0,0,0,0,0,0.0121673004,0,0.000760456274,0,0.000760456274,0.143726236,0.00760456274,0.184030418,0.000760456274,0.179467681,0.15513308,0.0410646388,0.164258555,0.130038023,0.00152091255,0.000760456274,0.0319391635,0.0357414449,0.0159695817,0.0532319392,0.0349809886,0.0152091255,0.0235741445,0.025095057,0.00152091255,0.00380228137,0.0030418251
±èµ¿¹Î,0,0,0.000354987575,0.00354987575,0.000354987575,0.00212992545,0.0014199503,0.0127795527,0,0.00851970181,0.00496982606,0.00212992545,0.22257721,0.0390486333,0.192403266,0.02342918,0.157259496,0.273340433,0.0741924033,0.172523962,0.207312744,0.00709975151,0.0028399006,0.03514377,0.0557330493,0.0287539936,0.0791622293,0.0472133475,0.0308839191,0.0443734469,0.0344337948,0.00390486333,0.0102946397,0.00567980121
µ¨ºê¸®Áö,0,0,0.000351493849,0.00702987698,0.00105448155,0.00527240773,0.00175746924,0.00984182777,0,0.0014059754,0.00281195079,0.000702987698,0.235500879,0.0281195079,0.167662566,0.025659051,0.158523726,0.247100176,0.065026362,0.170123023,0.196133568,0.00421792619,0.00175746924,0.037258348,0.0829525483,0.018629174,0.0882249561,0.0485061511,0.0309314587,0.0316344464,0.034797891,0.00175746924,0.0137082601,0.00421792619
¿À¹Ý¼®,0,0,0,0.00184672207,0,0.00184672207,0,0.0138504155,0,0.000923361034,0,0,0.191135734,0.0397045245,0.145891043,0.0147737765,0.120960295,0.24099723,0.0452446907,0.142197599,0.189289012,0.00369344414,0,0.0249307479,0.08033241,0.0221606648,0.0794090489,0.05355494,0.025854109,0.0313942752,0.0452446907,0.00184672207,0.00831024931,0.0055401662
°­À±±¸,1,0,0.0017211704,0.00516351119,0.000860585198,0.00258175559,0.00258175559,0.00946643718,0.0017211704,0.0981067126,0.00344234079,0.00860585198,0.165232358,0.117039587,0.182444062,0.124784854,0.086919105,0.253012048,0.0370051635,0.149741824,0.277969019,0.0387263339,0.00258175559,0.0137693632,0.0292598967,0.0309810671,0.0189328744,0.0266781411,0.0180722892,0.0404475043,0.0275387263,0.00430292599,0.0240963855,0.00946643718
¿©¸§,1,0,0,0.00434310532,0.00108577633,0,0.00434310532,0.0184581976,0.00434310532,0,0.00217155266,0.00542888165,0.30184582,0.107491857,0.217155266,0.104234528,0.10640608,0.415852334,0.0532030402,0.197611292,0.37567861,0.016286645,0.00217155266,0.0336590662,0.0380021716,0.0271444083,0.0369163952,0.0575461455,0.0271444083,0.0977198697,0.0304017372,0.00542888165,0.0206297503,0.0108577633
ÀÌµ¿¼ö,1,0.000839630563,0,0.0100755668,0.000839630563,0.00503778338,0.00503778338,0.00839630563,0,0.00167926113,0.00419815281,0.000839630563,0.193115029,0.120906801,0.246851385,0.094038623,0.0982367758,0.368597817,0.0445004198,0.187237615,0.329135181,0.00503778338,0.00839630563,0.0243492863,0.0461796809,0.0335852225,0.0386230059,0.0377833753,0.0117548279,0.0780856423,0.0285474391,0.00587741394,0.00839630563,0.00419815281
ÀÌ¸íÁÖ,1,0.00138744364,0.00173430454,0.0107526882,0.00312174818,0.00450919181,0.00624349636,0.0159556018,0.0163024627,0.00242802636,0.000693721818,0.00832466181,0.182795699,0.115504683,0.275060701,0.103711412,0.0877558099,0.381893861,0.0686784599,0.166146375,0.338536247,0.0263614291,0.00104058273,0.0277488727,0.0374609781,0.04578564,0.0176899063,0.0329517863,0.0253208463,0.0735345127,0.0215053763,0.00485605272,0.0117932709,0.00936524454
ÀÌÁÖ¿ë,1,0,0,0.011002445,0,0.00122249389,0.0097799511,0.0122249389,0.0146699267,0.0965770171,0.00855745721,0.0122249389,0.178484108,0.167481663,0.113691932,0.118581907,0.0904645477,0.250611247,0.0354523227,0.128361858,0.295843521,0.0488997555,0.00366748166,0.0268948655,0.0158924205,0.0342298289,0.0391198044,0.0305623472,0.0317848411,0.0550122249,0.02200489,0.011002445,0.0146699267,0.00733496333
¹«°í»ç,2,0.00874453467,0,0.0374765771,0.0174890693,0.0281074329,0.00936914428,0.00249843848,0,0.00124921924,0.00687070581,0.00374765771,0.0687070581,0.0712054966,0.0643347908,0.0674578389,0.00562148657,0.13116802,0.0137414116,0.0487195503,0.141786384,0.00437226733,0.00249843848,0.0324797002,0.0955652717,0.00749531543,0.00811992505,0.00437226733,0.00124921924,0.0293566521,0.00249843848,0.00624609619,0.0106183635,0.0112429731
¹ÚÃ¢È¯,2,0,0,0.0110497238,0,0.00552486188,0.00552486188,0,0,0.0110497238,0.0110497238,0,0.143646409,0.0939226519,0.0939226519,0.0662983425,0.0331491713,0.232044199,0.044198895,0.0497237569,0.237569061,0.0276243094,0.00552486188,0.0386740331,0.0497237569,0.044198895,0.0110497238,0.0276243094,0.0220994475,0.104972376,0.0331491713,0.0165745856,0.0331491713,0.0165745856
¼Û½Ã¿ì,2,0.00361336947,0,0.0243902439,0.00993676603,0.017163505,0.00722673893,0,0,0,0.0189701897,0.00632339657,0.037037037,0.0406504065,0.0822041554,0.0686540199,0.017163505,0.0740740741,0.0117434508,0.0280036134,0.120144535,0.00722673893,0.0027100271,0.0478771454,0.0415537489,0.0180668473,0.00451671183,0.0108401084,0.0054200542,0.0460704607,0.0126467931,0.0054200542,0.0153568202,0.0298102981
¿¡¸£³­µ¥½º,2,0.00693240901,0.00693240901,0.0398613518,0.013864818,0.020797227,0.0190641248,0.00173310225,0,0.00519930676,0.0155979203,0.0225303293,0.0727902946,0.0883882149,0.126516464,0.0883882149,0.0155979203,0.183708839,0.00866551127,0.0589254766,0.220103986,0.0103986135,0.00693240901,0.0381282496,0.0485268631,0.0103986135,0.0121317158,0.00693240901,0.00346620451,0.0467937608,0.00866551127,0.013864818,0.00346620451,0.013864818
ÀÌÅÂ¼®,0,0,0,0.00712435233,0.00129533679,0.00259067358,0.00453367876,0.0129533679,0.00259067358,0.0809585492,0.00582901554,0.00582901554,0.224740933,0.176165803,0.263601036,0.12888601,0.131476684,0.404145078,0.0660621762,0.236398964,0.362046632,0.0356217617,0.00259067358,0.0220207254,0.0323834197,0.0155440415,0.039507772,0.0310880829,0.018134715,0.0485751295,0.0220207254,0.00712435233,0.0110103627,0.0148963731
ÀÌ¿ëÀç,2,0.0011778563,0.0023557126,0.0164899882,0.00588928151,0.0153121319,0.0011778563,0,0,0,0.0023557126,0.00588928151,0.0471142521,0.0906949352,0.0848056537,0.0577149588,0.0164899882,0.148409894,0.0023557126,0.0471142521,0.173144876,0.011778563,0.0023557126,0.0376914016,0.144876325,0.0035335689,0.0106007067,0.0035335689,0.0129564193,0.0471142521,0.0106007067,0.011778563,0.0141342756,0.0141342756
È«½ÃÈÄ,2,0.000834724541,0.000834724541,0.0158597663,0.00584307179,0.010851419,0.00500834725,0.000834724541,0,0.00250417362,0.0141903172,0.00584307179,0.041736227,0.106010017,0.0884808013,0.101001669,0.0325542571,0.102671119,0.00584307179,0.0459098497,0.184474124,0.0166944908,0.00834724541,0.0409015025,0.0409015025,0.0233722871,0.00751252087,0.00751252087,0.0175292154,0.050918197,0.0191986644,0.00834724541,0.0175292154,0.0191986644
ÀÌ¿õÈñ,0,0,0,0.00434782609,0,0.00434782609,0,0.00869565217,0,0.00434782609,0,0.00434782609,0.156521739,0.0217391304,0.126086957,0.00434782609,0.0826086957,0.217391304,0.0217391304,0.156521739,0.126086957,0,0.00434782609,0.0260869565,0.0652173913,0,0.0782608696,0.052173913,0.0217391304,0.0347826087,0.0565217391,0,0.00869565217,0.0130434783
±è´ë¿ì,1,0.00184842884,0,0.011090573,0.00184842884,0.00184842884,0.00924214418,0.00184842884,0,0,0.00554528651,0.00739371534,0.12754159,0.0998151571,0.0813308688,0.0776340111,0.0517560074,0.179297597,0.0166358595,0.103512015,0.188539741,0.00554528651,0.00184842884,0.0369685767,0.0314232902,0.0240295749,0.0166358595,0.0258780037,0.0258780037,0.0720887246,0.0277264325,0.0184842884,0.0203327172,0.0184842884
±èµ¿Çö,1,0,0.000340020401,0.00714042843,0.0013600816,0.0010200612,0.00612036722,0.00306018361,0,0,0.00238014281,0.00306018361,0.133287997,0.0901054063,0.198911935,0.0639238354,0.0642638558,0.294117647,0.065283917,0.159809589,0.197211833,0.00272016321,0.00374022441,0.0221013261,0.0336620197,0.0248214893,0.0394423665,0.0340020401,0.0251615097,0.0731043863,0.0326419585,0.00306018361,0.0129207752,0.0115606936
±èÁøÈ£,1,0.00130039012,0.000866926745,0.00606848721,0.00216731686,0.00260078023,0.00346770698,0,0,0.0689206762,0.0234070221,0.00953619419,0.15041179,0.105765063,0.148244473,0.124403988,0.0511486779,0.228868661,0.0437798006,0.124837451,0.235804075,0.0398786303,0.00303424361,0.0147377547,0.0299089727,0.0216731686,0.0299089727,0.0251408756,0.0177719983,0.0533159948,0.0247074122,0.00953619419,0.0125704378,0.0160381448
Á¤½Â¿ë,1,0.000570776256,0.000285388128,0.0071347032,0.00342465753,0.00456621005,0.00256849315,0.00399543379,0,0.0913242009,0.0114155251,0.00542237443,0.211187215,0.0970319635,0.134417808,0.122146119,0.0973173516,0.223173516,0.0482305936,0.14326484,0.251141553,0.0299657534,0.00228310502,0.024543379,0.0262557078,0.0296803653,0.0433789954,0.0348173516,0.0231164384,0.060216895,0.0282534247,0.00428082192,0.0108447489,0.0151255708
Ã÷º£Å¸³ëÇÁ,1,0,0,0,0,0,0,0.0101010101,0,0.121212121,0.0101010101,0,0.202020202,0.101010101,0.111111111,0.202020202,0.0505050505,0.161616162,0,0.131313131,0.282828283,0.0909090909,0,0.0303030303,0.0202020202,0.0303030303,0.0303030303,0.0303030303,0.0303030303,0.0808080808,0.0303030303,0.0101010101,0.0303030303,0.0202020202
ÄÚ¹Ù¾ß½Ã,1,0,0.00144092219,0.0129682997,0.00144092219,0.00144092219,0.0115273775,0.0100864553,0,0.00144092219,0.00720461095,0.00576368876,0.239193084,0.119596542,0.190201729,0.129682997,0.060518732,0.358789625,0.0504322767,0.158501441,0.340057637,0.00288184438,0.00288184438,0.0216138329,0.0259365994,0.0273775216,0.0144092219,0.0317002882,0.0201729107,0.106628242,0.0259365994,0.00720461095,0.0158501441,0.0244956772
ÇÑ±¹¿µ,1,0,0,0.00343642612,0,0,0.00343642612,0.00687285223,0,0,0,0,0.0962199313,0.0652920962,0.288659794,0.0618556701,0.0412371134,0.347079038,0.12371134,0.127147766,0.199312715,0.0103092784,0.0103092784,0.0171821306,0.0309278351,0.0378006873,0.0240549828,0.0274914089,0.0171821306,0.058419244,0.0309278351,0.00343642612,0.0103092784,0.0240549828
°¥·¹°í,2,0.00777202073,0,0.0284974093,0.0129533679,0.0103626943,0.018134715,0.00259067358,0,0.00777202073,0.0414507772,0.00259067358,0.0621761658,0.0492227979,0.124352332,0.119170984,0.0233160622,0.0932642487,0.0259067358,0.0569948187,0.152849741,0.0103626943,0.0103626943,0.0310880829,0.0310880829,0.0259067358,0.00777202073,0.0155440415,0.0155440415,0.0621761658,0.0207253886,0.0103626943,0.0284974093,0.0259067358
±è´ë¿ø,2,0.00365074536,0.00395497414,0.0194706419,0.00638880438,0.0115606936,0.00790994828,0.0282932765,0.0425920292,0.0015211439,0.0139945239,0.0237298448,0.0891390326,0.0994828111,0.131426833,0.155156678,0.0340736234,0.130818375,0.0261636751,0.0842713721,0.209613629,0.088530575,0.0045634317,0.0255552175,0.01247338,0.0252509887,0.00669303316,0.0106480073,0.00882263462,0.060845756,0.0136902951,0.0106480073,0.00699726194,0.0060845756
ÀÌÇÑ¹ü,0,0.000524658972,0.000524658972,0.00419727177,0.00104931794,0.0036726128,0.000524658972,0.018887723,0,0.00629590766,0.000524658972,0.00157397692,0.388247639,0.0771248688,0.464847849,0.0173137461,0.343651626,0.569254984,0.129590766,0.45383001,0.34679958,0.00104931794,0.00262329486,0.0272822665,0.0750262329,0.0199370409,0.0655823715,0.0655823715,0.0246589717,0.0383001049,0.0283315845,0.00314795383,0.0136411333,0.00419727177
ÀÌÁ¾È£,2,0,0.00281690141,0.0211267606,0.00845070423,0.0126760563,0.00845070423,0,0,0.0014084507,0.00704225352,0.00985915493,0.0774647887,0.0676056338,0.0802816901,0.0704225352,0.0323943662,0.122535211,0.00704225352,0.0478873239,0.170422535,0.0126760563,0.0014084507,0.0464788732,0.118309859,0.0323943662,0.0154929577,0.00422535211,0.00985915493,0.0591549296,0.0154929577,0.0112676056,0.0126760563,0.0126760563
ÀÌ»ó¹Î,0,0.000438404209,0.00175361683,0.00306882946,0.000876808417,0.00263042525,0.000438404209,0.0157825515,0,0.00394563788,0,0.00306882946,0.242875932,0.0539237177,0.553704516,0.021043402,0.288031565,0.541429198,0.207803595,0.388426129,0.254274441,0.00131521263,0.000438404209,0.0227970189,0.0802279702,0.021043402,0.0600613766,0.0565541429,0.0192897852,0.0407715914,0.0328803157,0.00263042525,0.0109601052,0.0052608505
À¯Á¦È£,1,0,0,0.00308641975,0,0,0.00308641975,0.00308641975,0,0.00308641975,0.00617283951,0,0.141975309,0.0802469136,0.160493827,0.0555555556,0.0771604938,0.25,0.024691358,0.141975309,0.216049383,0.00308641975,0.00308641975,0.00925925926,0.00925925926,0.0154320988,0.012345679,0.012345679,0.0154320988,0.0555555556,0.012345679,0.00308641975,0.024691358,0.00925925926
À±ºû°¡¶÷,1,0.00262467192,0.00174978128,0.0209973753,0.00874890639,0.00349956255,0.0174978128,0.0367454068,0.04111986,0.00174978128,0.00262467192,0.0157480315,0.197725284,0.132108486,0.409448819,0.143482065,0.0752405949,0.52055993,0.094488189,0.245844269,0.398950131,0.0621172353,0.00524934383,0.0166229221,0.0148731409,0.0209973753,0.00962379703,0.0367454068,0.0209973753,0.0839895013,0.0262467192,0.00262467192,0.00874890639,0.00437445319
ÀÌÃ¢¹Î,1,0.00118017309,0.00157356412,0.0338316286,0.00747442958,0.00786782061,0.025963808,0.0220298977,0.0428796223,0.000393391031,0.00668764752,0.0145554681,0.244689221,0.155389457,0.297010228,0.177025964,0.0409126672,0.479150275,0.0959874115,0.215971676,0.385129819,0.0664830842,0.00432730134,0.0200629426,0.0114083399,0.0212431157,0.00983477577,0.0247836349,0.0153422502,0.0806451613,0.0180959874,0.00708103855,0.0118017309,0.00629425649
ÇÑÁ¾¹«,1,0.00180831826,0,0.00904159132,0.00180831826,0.00723327306,0.00180831826,0.00361663653,0.00361663653,0,0.00723327306,0.00723327306,0.0886075949,0.122965642,0.193490054,0.0886075949,0.0307414105,0.285714286,0.0379746835,0.112115732,0.254972875,0.00723327306,0,0.0235081374,0.027124774,0.0361663653,0.00904159132,0.0144665461,0.0180831826,0.0578661844,0.0144665461,0.00542495479,0.0126582278,0.00542495479
±¸ÀÚÃ¶,2,0.00416666667,0.00416666667,0.0333333333,0.00833333333,0.00833333333,0.025,0.0166666667,0,0,0.00416666667,0.0125,0.2125,0.145833333,0.279166667,0.145833333,0.0958333333,0.395833333,0.0666666667,0.229166667,0.341666667,0.00416666667,0.0125,0.025,0.0416666667,0.0291666667,0.00833333333,0.0208333333,0.0166666667,0.0916666667,0.00416666667,0.00833333333,0.0208333333,0.025
º¯°æÁØ,2,0,0,0.00925925926,0,0.00462962963,0.00462962963,0,0,0.0601851852,0.00462962963,0,0.0601851852,0.125,0.171296296,0.148148148,0.037037037,0.171296296,0.0324074074,0.0648148148,0.259259259,0.0787037037,0.00462962963,0.037037037,0.0509259259,0.0462962963,0.0277777778,0.0185185185,0.00925925926,0.0787037037,0.0277777778,0.00925925926,0.0185185185,0.0185185185
Á¶³ªÅº ¸µ,2,0.00350877193,0.00140350877,0.0252631579,0.0098245614,0.0189473684,0.00631578947,0.00631578947,0.0161403509,0.0140350877,0.0168421053,0.0140350877,0.108070175,0.121403509,0.163508772,0.185964912,0.021754386,0.185263158,0.0301754386,0.110877193,0.251929825,0.0371929825,0.0049122807,0.0322807018,0.0364912281,0.018245614,0.00350877193,0.0098245614,0.0119298246,0.061754386,0.00842105263,0.0105263158,0.0112280702,0.00631578947
ÁÖ¹Î±Ô,2,0.00604982206,0.0024911032,0.0348754448,0.0135231317,0.0270462633,0.00782918149,0.000355871886,0,0.000711743772,0.00213523132,0.0110320285,0.0708185053,0.0790035587,0.0804270463,0.0964412811,0.00604982206,0.127758007,0.0113879004,0.0523131673,0.166548043,0.00320284698,0.00462633452,0.0455516014,0.0992882562,0.00996441281,0.00640569395,0.00355871886,0.00284697509,0.0306049822,0.00462633452,0.00889679715,0.00711743772,0.0145907473
Áø¼º¿í,2,0.0022675737,0.00113378685,0.022675737,0.00793650794,0.0204081633,0.0022675737,0,0,0,0.00793650794,0.00793650794,0.0566893424,0.0555555556,0.108843537,0.10430839,0.0113378685,0.105442177,0.0124716553,0.0464852608,0.162131519,0.014739229,0.00566893424,0.0408163265,0.0918367347,0.0238095238,0.00340136054,0.00907029478,0.00340136054,0.0453514739,0.0102040816,0.0204081633,0.022675737,0.0204081633
ÇÑ¼®Á¾,1,0,0,0.00162074554,0.000810372771,0.000810372771,0.000810372771,0.010534846,0,0.00243111831,0.00324149109,0.00162074554,0.166936791,0.113452188,0.324149109,0.0591572123,0.0964343598,0.448946515,0.0972447326,0.248784441,0.258508914,0.000810372771,0.00810372771,0.0194489465,0.0437601297,0.0340356564,0.017828201,0.0332252836,0.0210696921,0.0688816856,0.0218800648,0.00648298217,0.0145867099,0.00729335494
ÃÖ¼º±Ù,1,0,0,0.00343642612,0,0,0.00343642612,0.00343642612,0,0,0,0,0.171821306,0.0687285223,0.127147766,0.0618556701,0.0515463918,0.254295533,0.0206185567,0.127147766,0.219931271,0,0.00687285223,0.0343642612,0.0481099656,0.0378006873,0.0240549828,0.0481099656,0.0378006873,0.0927835052,0.0309278351,0.00687285223,0.0206185567,0.0549828179
¿°±âÈÆ,1,0,0,0.0181818182,0,0.00991735537,0.00826446281,0.00991735537,0.0115702479,0.00661157025,0.0148760331,0.00991735537,0.165289256,0.12892562,0.166942149,0.218181818,0.0231404959,0.219834711,0.0198347107,0.12892562,0.312396694,0.0330578512,0.00495867769,0.0231404959,0.12231405,0.00826446281,0.0132231405,0.00991735537,0.00661157025,0.0611570248,0.0115702479,0.00661157025,0.00991735537,0.0231404959
Á¤¿î,0,0,0.000651678071,0.00293255132,0.000651678071,0.00195503421,0.000977517107,0.0254154448,0,0.00879765396,0.000325839036,0.00325839036,0.235907462,0.0873248615,0.360703812,0.0703812317,0.150211795,0.463343109,0.118931248,0.26360378,0.301401108,0.0117302053,0.000651678071,0.0286738351,0.0772238514,0.0120560443,0.0687520365,0.0570218312,0.018572825,0.0531117628,0.0303030303,0.00260671228,0.0055392636,0.00977517107
»ç¸®Ä¡,1,0.00161725067,0.00107816712,0.0118598383,0.00485175202,0.00539083558,0.0064690027,0.0113207547,0.0102425876,0.00431266846,0.00377358491,0.00862533693,0.2,0.0997304582,0.236657682,0.0851752022,0.0814016173,0.369811321,0.0830188679,0.172506739,0.280862534,0.0253369272,0.0064690027,0.0188679245,0.0264150943,0.0323450135,0.0118598383,0.0345013477,0.0194070081,0.0598382749,0.023180593,0.00862533693,0.0194070081,0.00431266846
±è»óÁØ,1,0.00558659218,0,0.00558659218,0.00558659218,0.00279329609,0.00279329609,0.00837988827,0,0,0,0.00279329609,0.164804469,0.0893854749,0.223463687,0.0418994413,0.0782122905,0.357541899,0.0363128492,0.181564246,0.259776536,0.00279329609,0,0.0139664804,0.030726257,0.0223463687,0.030726257,0.0223463687,0.0195530726,0.0670391061,0.0139664804,0,0.0111731844,0.00837988827
ºÒÅõÀÌ½º,0,0,0,0.00414408671,0.000956327702,0.00318775901,0.000956327702,0.0143449155,0,0.00478163851,0.0015938795,0.0022314313,0.220274147,0.0538731272,0.182339815,0.0143449155,0.177239401,0.264902773,0.0924450112,0.20529168,0.158750398,0.00350653491,0.000956327702,0.0210392094,0.0532355754,0.0153012432,0.0586547657,0.0423971948,0.0229518648,0.0283710551,0.0264583997,0.0025502072,0.00796939751,0.00510041441
¹Î»ó±â,0,0,0,0.00221852468,0,0.00221852468,0,0.0282861897,0,0.00110926234,0.00055463117,0.00166389351,0.201885746,0.0377149196,0.351636162,0.0105379922,0.266777593,0.313921242,0.114808652,0.294509151,0.181919024,0.00110926234,0.00110926234,0.0238491403,0.0560177482,0.00998336106,0.0654464781,0.0560177482,0.0166389351,0.0460343871,0.0277315585,0.00166389351,0.00610094287,0.00499168053
±¸´ë¿µ,0,0,0,0.00686498856,0,0.00228832952,0.00457665904,0,0,0.0823798627,0.00915331808,0.00228832952,0.221967963,0.109839817,0.185354691,0.105263158,0.0938215103,0.318077803,0.0549199085,0.205949657,0.256292906,0.0251716247,0,0.0343249428,0.0686498856,0.0320366133,0.0411899314,0.0366132723,0.0503432494,0.0663615561,0.0274599542,0.00686498856,0.0137299771,0.0160183066
±¸ÀÚ·æ,0,0.00134952767,0,0.00269905533,0.00134952767,0.00269905533,0,0.012145749,0,0,0.00134952767,0,0.215924426,0.0526315789,0.295546559,0.00539811066,0.228070175,0.330634278,0.0769230769,0.276653171,0.210526316,0,0.00134952767,0.0188933873,0.044534413,0.0107962213,0.0593792173,0.048582996,0.0148448043,0.0310391363,0.020242915,0.00134952767,0.012145749,0.00539811066
À±¿µ¼±,0,0,0,0.00181378476,0,0.00181378476,0,0.015114873,0,0.000604594921,0,0,0.209794438,0.0368802902,0.267230955,0.00483675937,0.251511487,0.257557437,0.0828295042,0.246674728,0.184401451,0,0.000604594921,0.0193470375,0.0556227328,0.0108827086,0.0659008464,0.0326481258,0.0145102781,0.0253929867,0.0247883918,0.00120918984,0.00544135429,0.00483675937
ÃÖº¸°æ,0,0,0,0.00371057514,0,0.00371057514,0,0.012987013,0,0.00371057514,0,0,0.337662338,0.0519480519,0.372912801,0.0222634508,0.313543599,0.426716141,0.126159555,0.356215213,0.280148423,0.00371057514,0,0.0185528757,0.025974026,0.0148423006,0.0463821892,0.0408163265,0.0222634508,0.038961039,0.0148423006,0.00185528757,0.00742115028,0
ÃÖÃ¶¼ø,0,0,0,0.00258175559,0,0.000860585198,0.0017211704,0.0120481928,0,0.119621343,0.00430292599,0.00344234079,0.250430293,0.112736661,0.187607573,0.119621343,0.115318417,0.315834768,0.0292598967,0.160929432,0.360585198,0.0146299484,0.0017211704,0.0283993115,0.0421686747,0.0240963855,0.0361445783,0.0301204819,0.0215146299,0.0507745267,0.0283993115,0.00946643718,0.00516351119,0.012908778
È«Á¤È£,0,0.000586510264,0.00117302053,0.00469208211,0.00234604106,0.00351906158,0.00117302053,0.0187683284,0,0,0.000586510264,0.00117302053,0.347214076,0.0469208211,0.309677419,0.0117302053,0.270381232,0.42170088,0.114369501,0.35483871,0.234604106,0.000586510264,0.00117302053,0.0146627566,0.0750733138,0.019941349,0.0868035191,0.0574780059,0.0187683284,0.031085044,0.0351906158,0.00351906158,0.00879765396,0.00703812317
È«¼º¿í,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.270833333,0.125,0.333333333,0,0.28125,0.447916667,0.0625,0.239583333,0.427083333,0,0,0.03125,0.09375,0.0104166667,0.0416666667,0.0729166667,0.0208333333,0.0520833333,0.03125,0,0.0104166667,0.0104166667
ÀÌÁö¼Ö,0,0,0,0.00260416667,0.00260416667,0.00260416667,0,0.0208333333,0,0,0,0,0.221354167,0.0520833333,0.223958333,0.0572916667,0.0703125,0.369791667,0.0416666667,0.205729167,0.25,0.00520833333,0.00260416667,0.0442708333,0.104166667,0.0234375,0.0651041667,0.0390625,0.046875,0.0364583333,0.0286458333,0,0.0130208333,0.0104166667
·ùÀç¹®,1,0.000616522811,0.000616522811,0.00739827374,0.00123304562,0.00246609125,0.00493218249,0.00246609125,0,0.000616522811,0.000616522811,0.00493218249,0.172009864,0.0906288533,0.314426634,0.0659679408,0.140567201,0.37053021,0.0844636252,0.228729963,0.263871763,0.00184956843,0.000616522811,0.0240443896,0.0437731196,0.0314426634,0.0351418002,0.0320591862,0.0221948212,0.0604192355,0.0289765721,0.00123304562,0.0141800247,0.00369913687
Çã¿ëÁØ,2,0.00513610683,0.00256805342,0.0349255265,0.0128402671,0.0287621983,0.0061633282,0,0,0.00205444273,0.00564971751,0.011299435,0.0498202363,0.0739599384,0.0873138161,0.0996404725,0.00770416025,0.103749358,0.0159219312,0.061633282,0.133538778,0.0184899846,0.00205444273,0.0374935799,0.0852593734,0.0143810991,0.00564971751,0.00513610683,0.00564971751,0.0251669235,0.0061633282,0.00719054956,0.019517206,0.0133538778
ÀÌ±¤ÁØ,0,0,0,0,0,0,0,0.00806451613,0,0,0,0.00806451613,0.0564516129,0.0483870968,0.330645161,0.0403225806,0.193548387,0.201612903,0.0725806452,0.274193548,0.0887096774,0,0,0.0161290323,0.10483871,0.00806451613,0.10483871,0.00806451613,0.00806451613,0.0241935484,0.0322580645,0.0161290323,0.00806451613,0
